採樣時間,經度,緯度,一氧化碳,一氧化氮,二氧化氮,氮氧化物,臭氧,懸浮微粒,細懸浮微粒,二氧化硫,甲烷,非甲烷碳氫化合物,總碳氫化合物,風向,風速,溫度,相對濕度,空氣品質指標,空氣品質指標
43226.08333,121.01627,24.766508,0.38,0.7,5.7,6.3,31.8,33,20,3.3,1.98,0.14,2.12,207,0.1,23.7,81.6,0,61
43226.08333,120.989823,24.778,0.53,1,19.2,20.3,28.3,38,25,2.9,2.07,0.19,2.26,166,0.8,25,71.5,0,74
43226.08333,121.01372,24.77834,0.61,0.5,6.3,6.3,35.5,35,23.5,1.4,1.73,0.42,2.15,312.3,0.1,24.9,73.9,0,61
43226.125,121.01627,24.766508,0.4,0.7,6,6.7,31.4,33,15,3.3,1.96,0.14,2.1,179,0.2,23.7,80.5,0,59
43226.125,120.989823,24.778,0.61,1.2,24.6,25.8,24.9,40,30,3.1,2.07,0.19,2.25,169,1,24.8,73.2,0,75
43226.125,121.01372,24.77834,0.66,0.6,13.7,6.7,24.3,29,24.4,1.8,1.76,0.4,2.16,277.2,0.1,24.9,74.3,0,59
43226.16667,121.01627,24.766508,0.46,0.6,9.4,10,27.3,32,21,3,2,0.15,2.15,165,0.3,23.4,81.5,0,60
43226.16667,120.989823,24.778,0.63,1,25.2,26.2,21.4,48,25,3.7,2.15,0.25,2.4,169,0.9,24.7,74.6,0,75
43226.16667,121.01372,24.77834,0.74,0.7,21.6,10,17.5,43,28.1,2.1,1.84,0.55,2.39,118.3,0,24.4,78.3,0,60
43226.20833,121.01627,24.766508,0.48,0.7,9.9,10.6,26.9,34,22,3.2,1.99,0.15,2.14,173,0.3,23.3,82.3,0,61
43226.20833,120.989823,24.778,0.65,1.8,28.9,30.6,19.5,54,37,3.9,2.17,0.22,2.38,167,0.9,24.6,75.9,1,81
43226.20833,121.01372,24.77834,0.8,0.9,20.5,10.6,14.2,43,32.6,1.5,1.93,0.55,2.48,95.9,0.1,23.6,83.4,0,61
43226.25,121.01627,24.766508,0.55,3.2,12.1,15.2,22.4,36,18,3.5,1.98,0.18,2.16,209,0.4,24.3,80.5,0,60
43226.25,120.989823,24.778,0.57,1.3,16.2,17.4,31.1,50,29,3.5,2.15,0.21,2.36,268,0.5,25.4,73.6,1,84
43226.25,121.01372,24.77834,0.82,1.8,17.2,15.2,19.4,49,30.8,1.5,2,0.59,2.59,29.4,0.1,24.9,78.1,0,60
43226.29167,121.01627,24.766508,0.58,2.9,10.8,13.8,35.8,41,25,4.6,2,0.15,2.16,266,1,26.6,70,0,63
43226.29167,120.989823,24.778,0.6,1.6,11.6,13.2,33.3,41,24,4.5,2.22,0.22,2.44,287,1.3,26.7,71.6,1,83
43226.29167,121.01372,24.77834,0.74,2,10.6,13.8,35.5,39,29,3.1,1.85,0.5,2.35,272.7,0.3,27.3,68.6,0,63
43226.33333,121.01627,24.766508,0.59,3.4,12.7,16.1,41.5,42,21,5.9,1.99,0.14,2.13,240,1.1,28.3,68.5,0,64
43226.33333,120.989823,24.778,0.61,2.2,12.5,14.7,40.4,42,24,4.9,2.15,0.2,2.35,280,1.9,27.8,72.2,1,83
43226.33333,121.01372,24.77834,0.78,2.2,9.6,16.1,42.4,39,30.8,3.6,1.89,0.47,2.36,254.4,0.3,28.8,67.1,0,64
43226.375,121.01627,24.766508,0.6,2.5,13.8,16.3,54.7,45,31,5.6,1.95,0.17,2.12,295,1.1,29.9,65.4,0,67
43226.375,120.989823,24.778,0.57,1.2,9.6,10.9,50.1,41,23,5.5,2.13,0.18,2.3,292,2.1,28.7,71.5,0,77
43226.375,121.01372,24.77834,0.74,1.3,7.9,16.3,53.5,38,23.5,3.1,1.9,0.49,2.39,337.8,1,30,66.4,0,67
43226.41667,121.01627,24.766508,0.52,3.3,12.7,16,57.8,40,18,5.6,1.97,0.13,2.1,276,3.1,29.3,69.9,0,67
43226.41667,120.989823,24.778,0.51,1,8.2,9.2,55,41,21,5.5,2.1,0.21,2.31,284,2.7,28.9,70.3,0,74
43226.41667,121.01372,24.77834,0.69,1.1,6.3,16,60.7,38,20.8,3.1,1.82,0.51,2.33,289.7,1.1,30.1,65.8,0,67
43226.45833,121.01627,24.766508,0.48,2.1,7.6,9.7,57.9,45,17,5.2,1.95,0.14,2.08,275,3,28.2,75.1,0,64
43226.45833,120.989823,24.778,0.48,0.8,6,6.8,53.2,45,14,5.3,2.11,0.21,2.32,290,2.9,28.1,75.6,0,69
43226.45833,121.01372,24.77834,0.69,0.8,5.5,9.7,59.4,38,23.5,3,1.82,0.46,2.28,273.9,1.4,29,71.1,0,64
43226.5,121.01627,24.766508,0.5,1.2,4.7,5.9,65.2,43,22,6.3,1.95,0.12,2.07,267,2.8,29.1,71.1,0,65
43226.5,120.989823,24.778,0.47,0.4,5.8,6.2,56.8,36,17,5.4,2.11,0.19,2.3,283,2.8,28.7,72.7,0,66
43226.5,121.01372,24.77834,0.68,0.7,3.7,5.9,63.4,42,22.6,3.4,1.85,0.44,2.29,276,1.4,29.6,69.1,0,65
43226.54167,121.01627,24.766508,0.49,1.1,4.2,5.3,64.9,42,20,6.2,1.97,0.1,2.07,270,3,30.2,68.8,0,61
43226.54167,120.989823,24.778,0.44,0.7,5.3,6,54.1,44,16,4.7,2.09,0.19,2.27,284,2.9,29.2,72.3,0,62
43226.54167,121.01372,24.77834,0.68,0.9,3.9,5.3,62.4,38,21.7,3,1.8,0.47,2.27,277.2,1.4,30.1,68.6,0,61
43226.58333,121.01627,24.766508,0.43,1.7,5.4,7.1,59.3,38,16,4.8,1.92,0.13,2.04,268,2.9,31.1,64,0,60
43226.58333,120.989823,24.778,0.4,0.6,5.5,6.1,52.3,31,18,3.8,2.06,0.19,2.25,281,2.8,30.1,67.5,0,61
43226.58333,121.01372,24.77834,0.64,0.7,4.1,7.1,57.5,33,19.9,2.3,1.8,0.47,2.27,291,1,31.2,64.4,0,60
43226.625,121.01627,24.766508,0.4,1.6,5.2,6.8,45.8,30,14,4.8,1.86,0.11,1.96,268,2.8,30.5,65.7,0,59
43226.625,120.989823,24.778,0.36,0.7,5.4,6.1,39.7,25,11,3.5,1.99,0.21,2.2,272,2.5,29.6,69,0,58
43226.625,121.01372,24.77834,0.6,0.8,3.8,6.8,43.4,29,13.5,1.5,1.76,0.4,2.16,276.5,1.3,30.5,65.7,0,59
43226.66667,121.01627,24.766508,0.35,1.9,4.4,6.2,29,22,6,3.7,1.83,0.09,1.93,261,3,30.6,63.2,0,53
43226.66667,120.989823,24.778,0.31,0.9,4.8,5.7,27.4,21,8,3.3,1.98,0.19,2.17,279,2.6,29.8,67.6,0,53
43226.66667,121.01372,24.77834,0.56,1.1,3.7,6.2,29.2,23,8.9,1,1.73,0.44,2.17,269.4,1.6,30.6,63.6,0,53
43226.70833,121.01627,24.766508,0.37,2,5.1,7.1,22.4,22,3,3.2,1.82,0.1,1.92,264,2.6,29.2,69.2,0,46
43226.70833,120.989823,24.778,0.3,0.8,5.6,6.4,22.2,27,6,2.9,1.99,0.18,2.17,273,2.1,28.6,73.8,0,46
43226.70833,121.01372,24.77834,0.57,1.1,4.2,7.1,21.8,26,8,0.5,1.75,0.44,2.19,276.2,1.3,29.3,70,0,46
43226.75,121.01627,24.766508,0.41,3.1,8.7,11.9,17.2,16,5,3,1.82,0.12,1.94,260,2.3,28,73.1,0,42
43226.75,120.989823,24.778,0.31,0.6,8.3,8.9,19.1,22,9,2.4,1.98,0.16,2.14,254,1.7,27.8,76.1,0,40
43226.75,121.01372,24.77834,0.59,0.7,4.6,11.9,19,15,8,0.5,1.78,0.39,2.17,275.2,1.5,28.3,73.1,0,42
43226.79167,121.01627,24.766508,0.44,1.5,10,11.5,14.6,22,6,3.5,1.84,0.11,1.94,242,1.7,27.5,75.9,0,37
43226.79167,120.989823,24.778,0.34,0.8,9.7,10.5,17.7,22,8,3.2,1.98,0.16,2.14,257,1.4,27.4,77,0,36
43226.79167,121.01372,24.77834,0.62,0.5,6.6,11.5,15.9,17,8,0.7,1.76,0.4,2.16,279.7,0.8,27.9,74.6,0,37
43226.83333,121.01627,24.766508,0.57,1.5,15.1,16.5,6.9,28,8,6,1.83,0.13,1.95,225,1,27,79.6,0,31
43226.83333,120.989823,24.778,0.53,0.7,17,17.7,11.9,26,10,4.9,1.99,0.18,2.17,240,1.2,27.4,79.2,0,35
43226.83333,121.01372,24.77834,0.86,1.1,15.1,16.5,7.4,24,13.5,3.8,1.74,0.42,2.16,185.5,0.3,27.7,77.7,0,31
43226.875,121.01627,24.766508,0.47,1.4,12.4,13.8,10.7,21,6,5,1.83,0.12,1.94,196,0.5,26.5,82.4,0,29
43226.875,120.989823,24.778,0.44,3.7,24.1,27.8,5.8,26,14,5.4,2.04,0.18,2.22,171,1.4,27,80.9,0,37
43226.875,121.01372,24.77834,0.81,2,18.7,13.8,7.5,24,12.6,2.9,1.79,0.43,2.22,157.6,0.6,27.4,79.3,0,29
43226.91667,121.01627,24.766508,0.43,0.9,10.6,11.6,11.6,35,10,3.8,1.86,0.11,1.97,162,0.2,26.1,84.1,0,30
43226.91667,120.989823,24.778,0.33,4.2,22.2,26.4,9.5,39,17,4.1,2.07,0.19,2.26,201,0.9,26.8,80.7,0,40
43226.91667,121.01372,24.77834,0.7,1.2,16,11.6,10,31,11.7,1.6,1.8,0.44,2.24,209,0.1,27.4,78.8,0,30
43226.95833,121.01627,24.766508,0.4,0.6,8.9,9.5,12.4,27,8,3.7,1.85,0.13,1.98,214,0.5,26.2,84.4,0,30
43226.95833,120.989823,24.778,0.41,2.9,22.8,25.7,8.5,29,16,3.3,2.06,0.19,2.25,169,0.9,26.7,82.3,0,44
43226.95833,121.01372,24.77834,0.68,0.6,12,9.5,9.1,24,14.4,1.3,1.78,0.46,2.24,182.2,0.1,27.1,80.9,0,30
43227,121.01627,24.766508,0.44,1.1,9.8,11,7.5,22,5,3.5,1.85,0.13,1.98,224,0.2,25.7,86.7,0,26
43227,120.989823,24.778,0.58,5.4,20.9,26.3,5.3,33,15,3.4,2.06,0.19,2.24,171,1.4,26.1,84,0,45
43227,121.01372,24.77834,0.62,1.8,19.9,11,6.6,30,16.2,0.9,1.83,0.45,2.28,162.2,0.5,27.1,80.4,0,26
43227.04167,121.01627,24.766508,0.38,1.5,8.5,10,6.8,24,5,3.3,1.93,0.07,2,233,0.3,25.3,89.6,0,24
43227.04167,120.989823,24.778,0.51,4.5,18.5,23,4.5,30,15,3.7,2.12,0.12,2.23,178,1.1,25.7,87.7,0,45
43227.04167,121.01372,24.77834,0.59,2.1,17.8,10,5.9,26,13.5,0.6,1.78,0.5,2.28,178.4,0.2,26.5,83.9,0,24
43227.08333,121.01627,24.766508,0.36,1.4,7.8,9.3,6.9,20,4,3.3,1.87,0.12,1.99,215,0.4,25,91.7,0,22
43227.08333,120.989823,24.778,0.47,1.9,17.4,19.2,14.2,23,11,3.5,1.96,0.19,2.15,204,1,26.1,88.2,0,42
43227.08333,121.01372,24.77834,0.54,1,8.6,9.3,9.3,24,12.6,0.6,1.91,0.47,2.38,315.8,0.1,25.9,88.3,0,22
43227.125,121.01627,24.766508,0.35,1.5,7.4,8.9,7.2,18,3,3.1,1.86,0.13,1.99,217,0.4,24.9,92.2,0,20
43227.125,120.989823,24.778,0.44,1.1,16.1,17.1,11.9,23,10,3.8,1.95,0.19,2.14,250,1.1,26.3,86.2,0,40
43227.125,121.01372,24.77834,0.52,1.4,12,8.9,5.9,19,10.8,0.7,1.97,0.46,2.43,80.5,0,26,87.6,0,20
43227.16667,121.01627,24.766508,0.34,0.9,9.5,10.4,7.1,25,5,3,1.91,0.12,2.02,234,1.4,25.3,90.4,0,20
43227.16667,120.989823,24.778,0.42,0.7,13.5,14.1,12.4,26,7,4,1.99,0.18,2.17,228,1.2,26.4,86.1,0,36
43227.16667,121.01372,24.77834,0.51,1.2,12.2,10.4,5.3,16,8.9,0.9,1.94,0.45,2.39,311.2,0.2,26.3,85.9,0,20
43227.20833,121.01627,24.766508,0.35,1.9,10.4,12.3,7.2,24,7,3.3,1.87,0.13,2,233,1.1,25.9,87.8,0,21
43227.20833,120.989823,24.778,0.41,0.8,11.3,12.2,13.8,29,10,4,2.01,0.19,2.19,230,1.1,26.6,85,0,34
43227.20833,121.01372,24.77834,0.51,2,12.3,12.3,5,17,10.8,1,1.67,0.5,2.17,288.7,0.1,26.7,84.3,0,21
43227.25,121.01627,24.766508,0.41,6.3,9.5,15.7,9.3,27,10,3.5,1.85,0.16,2,243,2.1,26.8,83.3,0,22
43227.25,120.989823,24.778,0.39,2.7,12.6,15.3,13.4,29,13,3.8,2,0.18,2.18,217,1.4,27.2,81.8,0,36
43227.25,121.01372,24.77834,0.53,4,11,15.7,7.5,26,14.4,1.2,1.65,0.43,2.08,272.9,0.6,27.3,80.9,0,22
43227.29167,121.01627,24.766508,0.57,9,9,18,12.6,31,12,3.7,1.87,0.14,2.01,243,2.4,28.2,77,0,25
43227.29167,120.989823,24.778,0.43,3.9,10.8,14.7,14.9,36,14,4.2,2.04,0.17,2.21,213,1.6,28.6,75.8,0,39
43227.29167,121.01372,24.77834,0.56,4.5,8.7,18,11.6,27,16.2,1.1,1.63,0.42,2.05,281.1,0.9,28.5,75.3,0,25
43227.33333,121.01627,24.766508,0.67,13.7,12.7,26.4,13.4,28,12,3.7,1.87,0.16,2.03,242,2.3,29.2,73.4,0,28
43227.33333,120.989823,24.778,0.48,4.5,11.5,15.9,17.4,30,16,4.1,2.07,0.2,2.26,250,1.7,29.3,72.3,0,43
43227.33333,121.01372,24.77834,0.62,6.5,10,26.4,13.1,31,21.7,1.2,1.73,0.52,2.25,283.4,0.6,29.6,71.5,0,28
43227.375,121.01627,24.766508,0.42,6.2,10.2,16.3,23.9,29,10,3.4,1.84,0.15,1.99,250,3.4,30.4,63.3,0,30
43227.375,120.989823,24.778,0.43,4.1,11.6,15.7,24.7,30,15,4.9,2.06,0.22,2.28,242,1.7,30.6,64.2,0,45
43227.375,121.01372,24.77834,0.53,3.8,8.4,16.3,23.5,25,12.6,0.9,1.75,0.43,2.18,277.4,1.5,30.6,63,0,30
43227.41667,121.01627,24.766508,0.32,4.1,8.8,12.9,33.8,33,7,2.9,1.82,0.13,1.95,261,3.7,31.9,55.7,0,29
43227.41667,120.989823,24.778,0.4,4.8,22.2,27.1,34.1,30,13,4.9,2.04,0.18,2.22,255,2.1,32,57.2,0,44
43227.41667,121.01372,24.77834,0.45,2.2,6.2,12.9,34.6,21,13.5,0.6,1.72,0.42,2.14,273.2,1.9,32.1,54.9,0,29
43227.45833,121.01627,24.766508,0.29,2.8,6.5,9.3,41.4,32,8,3.4,1.8,0.14,1.94,250,3.8,32.1,54.4,0,27
43227.45833,120.989823,24.778,0.37,3,14.5,17.5,42.3,26,13,4.7,1.99,0.18,2.18,242,2.2,32.5,55.2,0,44
43227.45833,121.01372,24.77834,0.43,1.3,5.3,9.3,41.8,25,12.6,0.5,1.67,0.46,2.13,277.3,1.6,32.4,53.2,0,27
43227.5,121.01627,24.766508,0.26,2.6,4.9,7.5,38.4,29,7,3.6,1.78,0.14,1.91,249,3.7,33,50.9,0,27
43227.5,120.989823,24.778,0.31,2.3,10.5,12.8,40.6,27,13,4.4,1.97,0.17,2.14,232,2.6,32.9,52,0,42
43227.5,121.01372,24.77834,0.42,1.2,4.4,7.5,40.2,21,9.9,0.2,1.69,0.41,2.1,284.3,1.5,33.1,50.4,0,27
43227.54167,121.01627,24.766508,0.29,3,7.3,10.2,44.9,37,13,3.5,1.84,0.13,1.97,257,4.1,32.9,53.9,0,28
43227.54167,120.989823,24.778,0.34,1.5,7.1,8.6,41.6,35,13,4.6,2.01,0.17,2.17,280,3.7,31.2,65.5,0,41
43227.54167,121.01372,24.77834,0.48,1.2,5.4,10.2,46.5,29,19,0.8,1.7,0.51,2.21,280.5,1.6,32.9,55.6,0,28
43227.58333,121.01627,24.766508,0.34,3.8,10.5,14.3,40.9,27,12,4.3,1.81,0.15,1.96,269,3.6,31.8,62.5,0,31
43227.58333,120.989823,24.778,0.3,1.7,7.2,9,33.7,35,12,5.1,1.99,0.17,2.17,280,3.6,30.3,68.4,0,41
43227.58333,121.01372,24.77834,0.5,1.8,7.8,14.3,38.4,32,16.2,1.4,1.56,0.51,2.07,280.4,1.4,31.9,63.8,0,31
43227.625,121.01627,24.766508,0.35,3.8,11.6,15.5,33.5,29,13,4.6,1.81,0.16,1.97,256,3,31,63.8,0,34
43227.625,120.989823,24.778,0.3,2.1,9.4,11.5,27.8,33,9,5.3,1.99,0.19,2.19,273,2.5,30.2,66.1,0,39
43227.625,121.01372,24.77834,0.51,2,9.3,15.5,30,27,16.2,1.6,1.62,0.47,2.09,275.4,1.5,31,64,0,34
43227.66667,121.01627,24.766508,0.41,5.3,15.4,20.7,22.7,32,11,4.3,1.85,0.12,1.97,258,2.5,30.1,64.6,0,36
43227.66667,120.989823,24.778,0.3,2.7,13.8,16.5,20.9,26,11,5.3,1.97,0.18,2.15,267,1.9,29.7,65.5,0,39
43227.66667,121.01372,24.77834,0.51,2.4,11.9,20.7,22.9,32,13.5,1.8,1.61,0.46,2.07,278.3,1.5,30.4,63.6,0,36
43227.70833,121.01627,24.766508,0.51,5,19.4,24.4,15.4,38,13,4.4,1.84,0.16,2,253,2.1,29.4,67.4,0,37
43227.70833,120.989823,24.778,0.39,2.4,19,21.4,17.2,36,13,5.6,1.94,0.2,2.14,260,1.5,29.2,68.2,0,39
43227.70833,121.01372,24.77834,0.59,1.8,14.3,24.4,17.3,35,24.4,1.6,1.69,0.5,2.19,279.5,1.2,29.8,66.2,0,37
43227.75,121.01627,24.766508,0.51,4.1,19.2,23.3,13.5,34,17,4.2,1.86,0.15,2.01,252,2.3,29.1,66.5,0,40
43227.75,120.989823,24.778,0.4,1.4,19.6,21,15.6,30,15,5.3,1.95,0.16,2.11,263,1.5,28.9,67.7,0,41
43227.75,121.01372,24.77834,0.6,1.5,16.9,23.3,13,30,15.3,1.7,1.75,0.48,2.23,281.2,1.3,29.5,65.6,0,40
43227.79167,121.01627,24.766508,0.49,4.5,16.6,21.1,12.3,30,12,3.9,1.86,0.15,2,256,2.2,28.7,67.1,0,40
43227.79167,120.989823,24.778,0.37,1.1,16.7,17.8,13.5,29,16,5.4,2,0.22,2.22,268,1.8,28.4,69.6,0,44
43227.79167,121.01372,24.77834,0.56,1,14.8,21.1,12.6,35,12.6,1.4,1.75,0.43,2.18,285.8,1.2,29.1,66.9,0,40
43227.83333,121.01627,24.766508,0.41,3,14.6,17.6,13.4,22,8,3.8,1.84,0.17,2.01,251,1.9,28.5,67.6,0,38
43227.83333,120.989823,24.778,0.36,0.7,13.3,14,16.2,23,13,4.6,2,0.18,2.18,272,2.1,28.5,67.7,0,44
43227.83333,121.01372,24.77834,0.52,0.8,12,17.6,15,20,12.6,0.8,1.72,0.44,2.16,280.6,1.1,29,66.1,0,38
43227.875,121.01627,24.766508,0.32,1.6,12.6,14.2,16.5,26,8,3.5,1.84,0.17,2.01,253,2.1,28.5,68.1,0,36
43227.875,120.989823,24.778,0.37,0.5,13.9,14.5,15.5,18,9,4.5,2,0.18,2.17,266,1.9,28.4,69.2,0,42
43227.875,121.01372,24.77834,0.53,0.5,10.1,14.2,16,23,13.5,0.9,1.77,0.47,2.24,283.6,1.1,28.9,67.3,0,36
43227.91667,121.01627,24.766508,0.31,1.4,12.5,13.9,15.4,23,7,3.7,1.87,0.16,2.03,254,2.2,28.3,69,0,32
43227.91667,120.989823,24.778,0.36,0.8,15.3,16.1,16.3,28,12,4.4,2.04,0.19,2.22,257,1.5,28.3,69.6,0,40
43227.91667,121.01372,24.77834,0.51,0.5,10.2,13.9,15.5,23,10.8,1.1,1.77,0.46,2.23,290,1.1,28.8,67.8,0,32
43227.95833,121.01627,24.766508,0.24,1.2,9.7,11,17.3,19,6,3.7,1.84,0.14,1.98,249,2.6,28.5,67.1,0,29
43227.95833,120.989823,24.778,0.33,0.7,17.2,17.8,16.9,21,12,4.9,2.03,0.19,2.22,234,1.6,28.5,68.2,0,39
43227.95833,121.01372,24.77834,0.46,0.7,10.1,11,14.4,19,14.4,1.4,1.72,0.44,2.16,286.2,1,29,66,0,29
43228,121.01627,24.766508,0.22,0.9,6,6.9,17,16,8,3.3,1.83,0.12,1.95,247,2.3,28.3,67.6,0,29
43228,120.989823,24.778,0.41,1.6,28.6,30.2,16.5,18,9,3.7,2,0.18,2.18,233,1.7,28.4,68.1,0,36
43228,121.01372,24.77834,0.43,0.6,8.7,6.9,13.1,14,6.2,1,1.69,0.45,2.14,284.4,1.2,28.7,66.6,0,29
43228.04167,121.01627,24.766508,0.29,1.3,6.9,8.2,16.5,17,5,3,1.88,0.07,1.95,271,3.7,27,73,0,27
43228.04167,120.989823,24.778,0.39,0.8,10.7,11.4,17.5,13,6,2.8,2.03,0.11,2.13,292,2.8,26.7,74.7,0,34
43228.04167,121.01372,24.77834,0.42,0.6,6.3,8.2,15.9,18,13.5,0.9,1.68,0.47,2.15,289.8,1.7,27.2,72.6,0,27
43228.08333,121.01627,24.766508,0.29,1.3,4.7,6,37.7,6,4,2.4,1.82,0.09,1.91,252,1.8,22.1,96,0,25
43228.08333,120.989823,24.778,0.39,0.6,9.7,10.2,32.3,7,3,1.7,1.92,0.15,2.07,228,2,22.2,99,0,30
43228.08333,121.01372,24.77834,0.41,0.7,5.5,6,36.1,7,7.1,0.3,1.69,0.43,2.12,190.2,0.8,22.2,98.3,0,25
43228.125,121.01627,24.766508,0.28,0.8,6.7,7.4,41.4,7,3,2.3,1.82,0.1,1.92,133,1.5,21.5,97.4,0,22
43228.125,120.989823,24.778,0.5,1.3,17.8,19.1,32.6,9,12,2.6,1.9,0.2,2.1,150,2.5,21.6,99.6,0,30
43228.125,121.01372,24.77834,0.41,0.6,4.9,7.4,41.3,5,4.4,0.1,1.69,0.44,2.13,149.8,1.6,21.6,98.6,0,22
43228.16667,121.01627,24.766508,0.26,0.8,4.2,4.9,38,6,0,2.5,1.82,0.08,1.9,150,0.6,21.7,97.3,0,22
43228.16667,120.989823,24.778,0.52,1.6,18,19.6,29.2,11,8,3.1,1.98,0.15,2.13,164,2,21.6,99.6,0,29
43228.16667,121.01372,24.77834,0.46,0.3,6.5,4.9,37.8,5,7.1,0.1,1.73,0.44,2.17,148.2,1.1,22,97.5,0,22
43228.20833,121.01627,24.766508,0.27,0.9,5.5,6.4,30.1,6,0,2.2,1.82,0.09,1.9,258,0.6,21.8,97.4,0,25
43228.20833,120.989823,24.778,0.49,2.2,18.9,21,24.4,11,7,2.2,2,0.16,2.16,175,1.5,22,99.6,0,29
43228.25,121.01627,24.766508,0.4,4.2,14.8,19,17.7,6,0,2.4,1.83,0.15,1.98,242,1.3,22.2,97.4,0,25
43228.25,120.989823,24.778,0.48,1.3,15.7,16.9,25.1,9,4,1.9,2.01,0.18,2.18,253,1.3,22.6,99.3,0,28
43228.29167,121.01627,24.766508,0.79,17.3,24.4,41.7,10,9,1,2.8,1.86,0.2,2.05,246,1.1,23.1,96.4,0,24
43228.29167,120.989823,24.778,0.53,1.5,11.6,13.1,28.1,7,3,2.5,1.99,0.16,2.15,276,2.2,24,89.1,0,24
43228.29167,121.01372,24.77834,0.63,4.1,19.6,41.7,17.1,9,6.2,0.1,1.7,0.49,2.19,274.6,0.4,23.6,91.9,0,24
43228.33333,121.01627,24.766508,0.78,12.7,18.8,31.6,14.7,12,1,3,1.84,0.18,2.01,220,0.8,24.3,91.6,0,23
43228.33333,120.989823,24.778,0.56,2.5,14.8,17.3,31.7,8,2,2.6,1.96,0.19,2.15,272,1.9,25.2,85.5,0,27
43228.33333,121.01372,24.77834,0.76,6,21.5,31.6,17.4,14,7.1,0.3,1.7,0.5,2.2,239.9,0.3,24.8,88.4,0,23
43228.375,121.01627,24.766508,0.5,8,16.8,24.8,20.6,15,0,2.9,1.83,0.14,1.96,252,1.2,25.9,85.4,0,23
43228.375,120.989823,24.778,0.51,3.1,14.1,17.2,30.8,985,896,2.5,1.97,0.19,2.15,277,1.8,26.3,81.7,0,27
43228.375,121.01372,24.77834,0.57,3.2,11.9,24.8,30.3,11,7.1,0.6,1.73,0.45,2.18,272.4,0.7,26.3,82.2,0,23
43228.41667,121.01627,24.766508,0.44,5.5,11.2,16.6,37.7,17,1,3.6,1.83,0.12,1.95,265,3,27.8,76,0,24
43228.41667,120.989823,24.778,0.43,0,0,0,37.7,10,2,6.7,1.92,0.2,2.12,280,3.3,27.5,75.5,0,27
43228.41667,121.01372,24.77834,0.54,2.9,8.8,16.6,40.4,16,7.1,0.8,1.73,0.44,2.17,273.1,1.5,28.4,73.3,0,24
43228.45833,121.01627,24.766508,0.49,4.3,11.7,16.1,48.5,17,896,4.1,1.83,0.15,1.98,272,3.5,28.4,72.5,0,25
43228.45833,120.989823,24.778,0.47,1.1,7,8.1,48.9,14,0,5.1,2.17,0.08,2.24,280,3.5,28.2,72.5,0,29
43228.45833,121.01372,24.77834,0.56,2.2,7.9,16.1,50.1,16,8,1.2,1.73,0.49,2.22,271.6,1.5,29.1,69.8,0,25
43228.5,121.01627,24.766508,0.41,3.3,9.9,13.2,57.8,0,4,3.7,1.81,0.14,1.95,276,3.8,28.9,68.2,0,28
43228.5,120.989823,24.778,0.4,0.3,3.8,4,53.7,14,2,3.4,2.03,0.16,2.19,290,3.2,28.5,68.8,0,32
43228.54167,121.01627,24.766508,0.36,3.3,9.5,12.8,52.5,0,118,3.7,1.83,0.14,1.96,276,3.8,27.9,72.7,1,103
43228.54167,120.989823,24.778,0.34,0.6,2.8,3.4,41.8,0,896,3.2,2.04,0.16,2.19,303,3.1,27.8,72.4,0,35
43228.58333,121.01627,24.766508,0.51,2.2,12,14.2,46.8,0,5,5.1,1.86,0.12,1.97,273,3.3,27.8,74.8,1,105
43228.58333,120.989823,24.778,0.36,0.1,2.7,2.7,46.8,0,0,3.5,2.09,0.18,2.27,308,2.7,28,72.8,0,39
43228.625,121.01627,24.766508,0.57,5.5,23.2,28.6,35.5,985,7,3.1,1.96,0.12,2.08,322,2.5,27,76.5,0,33
43228.625,120.989823,24.778,0.4,0.5,5.7,6.2,39.8,0,0,3.6,2.08,0.18,2.25,351,3.1,26.5,79.4,0,41
43228.625,121.01372,24.77834,0.44,0.9,5.6,28.6,44.5,985,896.2,1.4,1.73,0.45,2.18,336.8,1.8,26.8,77.8,0,33
43228.66667,121.01627,24.766508,0.65,3.5,20.9,24.4,37,985,896,2.7,1.99,0.48,2.47,39,2.5,25.7,81.4,0,37
43228.66667,120.989823,24.778,0.49,0.6,8.2,8.8,40.4,0,0,3.5,2.16,0.2,2.36,18,2.3,25.3,83.4,0,42
43228.66667,121.01372,24.77834,0.53,0.9,8.5,24.4,43.8,22,4.4,0.9,1.83,0.48,2.31,355.8,2.1,25.6,82,0,37
43228.70833,121.01627,24.766508,0.84,3.1,22.2,25.3,39.1,23,5,2.7,2.05,0.35,2.4,46,2.3,24.7,81.9,0,40
43228.70833,120.989823,24.778,0.64,0.7,11.9,12.5,41.4,25,896,3.2,2.22,0.19,2.4,34,1.9,24.4,83.2,0,42
43228.70833,121.01372,24.77834,0.61,0.6,8.2,25.3,48.4,23,8,0.5,1.88,0.46,2.34,8,1.9,24.7,81.6,0,40
43228.75,121.01627,24.766508,0.83,2.5,25,27.5,39.7,29,12,2.7,2.08,0.2,2.27,67,2.1,24.1,81.4,0,40
43228.75,120.989823,24.778,0.75,0.7,14.9,15.6,40.7,29,12,3.8,2.27,0.21,2.48,64,1.8,23.8,82.4,0,41
43228.75,121.01372,24.77834,0.69,0.6,10.5,27.5,47.4,28,14.4,0.7,1.94,0.46,2.4,52.9,0.9,24.2,80.6,0,40
